START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,AVERAGE_STEP,DURATION,TYPE
1636442580000,1636442700000,9,2021-11-09 16:23:00,2021-11-09 16:25:00,0.0,80.0,80.0,2,WEARABLE
1636445940000,1636446060000,9,2021-11-09 17:19:00,2021-11-09 17:21:00,0.0,69.0,69.0,2,WEARABLE
1636447620000,1636448100000,9,2021-11-09 17:47:00,2021-11-09 17:55:00,0.0,697.0,697.0,8,WEARABLE
1636448760000,1636449300000,9,2021-11-09 18:06:00,2021-11-09 18:15:00,0.0,691.0,691.0,9,WEARABLE
1636449420000,1636449540000,9,2021-11-09 18:17:00,2021-11-09 18:19:00,0.0,58.0,58.0,2,WEARABLE
1636449720000,1636449840000,9,2021-11-09 18:22:00,2021-11-09 18:24:00,0.0,57.0,57.0,2,WEARABLE
1636451340000,1636451520000,9,2021-11-09 18:49:00,2021-11-09 18:52:00,0.0,52.0,52.0,3,WEARABLE
1636453440000,1636453560000,9,2021-11-09 19:24:00,2021-11-09 19:26:00,0.0,80.0,80.0,2,WEARABLE
1636453920000,1636453980000,9,2021-11-09 19:32:00,2021-11-09 19:33:00,0.0,33.0,33.0,1,WEARABLE
1636454040000,1636454100000,9,2021-11-09 19:34:00,2021-11-09 19:35:00,0.0,13.0,13.0,1,WEARABLE
1636454640000,1636454700000,9,2021-11-09 19:44:00,2021-11-09 19:45:00,0.0,42.0,42.0,1,WEARABLE
1636457460000,1636457580000,9,2021-11-09 20:31:00,2021-11-09 20:33:00,0.0,35.0,35.0,2,WEARABLE
1636459440000,1636459500000,9,2021-11-09 21:04:00,2021-11-09 21:05:00,0.0,16.0,16.0,1,WEARABLE
1636460460000,1636460580000,9,2021-11-09 21:21:00,2021-11-09 21:23:00,0.0,21.0,21.0,2,WEARABLE
1636460880000,1636460940000,9,2021-11-09 21:28:00,2021-11-09 21:29:00,0.0,28.0,28.0,1,WEARABLE
1636462200000,1636462320000,9,2021-11-09 21:50:00,2021-11-09 21:52:00,0.0,26.0,26.0,2,WEARABLE
1636463340000,1636463400000,9,2021-11-09 22:09:00,2021-11-09 22:10:00,0.0,47.0,47.0,1,WEARABLE
1636463520000,1636463640000,9,2021-11-09 22:12:00,2021-11-09 22:14:00,0.0,25.0,25.0,2,WEARABLE
1636463880000,1636464000000,9,2021-11-09 22:18:00,2021-11-09 22:20:00,0.0,22.0,22.0,2,WEARABLE
1636464060000,1636464120000,9,2021-11-09 22:21:00,2021-11-09 22:22:00,0.0,16.0,16.0,1,WEARABLE
1636467300000,1636467420000,9,2021-11-09 23:15:00,2021-11-09 23:17:00,0.0,76.0,76.0,2,WEARABLE
1636467540000,1636467600000,9,2021-11-09 23:19:00,2021-11-09 23:20:00,0.0,58.0,58.0,1,WEARABLE
1636467720000,1636467840000,9,2021-11-09 23:22:00,2021-11-09 23:24:00,0.0,45.0,45.0,2,WEARABLE
1636468260000,1636468380000,9,2021-11-09 23:31:00,2021-11-09 23:33:00,0.0,50.0,50.0,2,WEARABLE
1636468800000,1636468860000,9,2021-11-09 23:40:00,2021-11-09 23:41:00,0.0,14.0,14.0,1,WEARABLE
1636469460000,1636469520000,9,2021-11-09 23:51:00,2021-11-09 23:52:00,0.0,11.0,11.0,1,WEARABLE
1636470240000,1636470300000,9,2021-11-10 00:04:00,2021-11-10 00:05:00,0.0,12.0,12.0,1,WEARABLE
1636470360000,1636470540000,9,2021-11-10 00:06:00,2021-11-10 00:09:00,0.0,103.0,103.0,3,WEARABLE
1636470600000,1636470660000,9,2021-11-10 00:10:00,2021-11-10 00:11:00,0.0,25.0,25.0,1,WEARABLE
1636470720000,1636470780000,9,2021-11-10 00:12:00,2021-11-10 00:13:00,0.0,40.0,40.0,1,WEARABLE
1636472280000,1636472400000,9,2021-11-10 00:38:00,2021-11-10 00:40:00,0.0,80.0,80.0,2,WEARABLE
1636472700000,1636472760000,9,2021-11-10 00:45:00,2021-11-10 00:46:00,0.0,16.0,16.0,1,WEARABLE
1636472940000,1636473060000,9,2021-11-10 00:49:00,2021-11-10 00:51:00,0.0,25.0,25.0,2,WEARABLE
1636473720000,1636473780000,9,2021-11-10 01:02:00,2021-11-10 01:03:00,0.0,11.0,11.0,1,WEARABLE
1636475640000,1636475700000,9,2021-11-10 01:34:00,2021-11-10 01:35:00,0.0,41.0,41.0,1,WEARABLE
1636475760000,1636475820000,9,2021-11-10 01:36:00,2021-11-10 01:37:00,0.0,16.0,16.0,1,WEARABLE
1636476420000,1636476660000,9,2021-11-10 01:47:00,2021-11-10 01:51:00,0.0,83.0,83.0,4,WEARABLE
1636477140000,1636477200000,9,2021-11-10 01:59:00,2021-11-10 02:00:00,0.0,20.0,20.0,1,WEARABLE
1636478520000,1636478580000,9,2021-11-10 02:22:00,2021-11-10 02:23:00,0.0,11.0,11.0,1,WEARABLE
1636478700000,1636478760000,9,2021-11-10 02:25:00,2021-11-10 02:26:00,0.0,15.0,15.0,1,WEARABLE
1636479300000,1636479360000,9,2021-11-10 02:35:00,2021-11-10 02:36:00,0.0,27.0,27.0,1,WEARABLE
1636479420000,1636479480000,9,2021-11-10 02:37:00,2021-11-10 02:38:00,0.0,31.0,31.0,1,WEARABLE
1636479540000,1636479720000,9,2021-11-10 02:39:00,2021-11-10 02:42:00,0.0,31.0,31.0,3,WEARABLE
1636479900000,1636479960000,9,2021-11-10 02:45:00,2021-11-10 02:46:00,0.0,16.0,16.0,1,WEARABLE
1636480020000,1636480080000,9,2021-11-10 02:47:00,2021-11-10 02:48:00,0.0,14.0,14.0,1,WEARABLE
1636480680000,1636480800000,9,2021-11-10 02:58:00,2021-11-10 03:00:00,0.0,29.0,29.0,2,WEARABLE
1636480860000,1636481040000,9,2021-11-10 03:01:00,2021-11-10 03:04:00,0.0,84.0,84.0,3,WEARABLE
1636481100000,1636481340000,9,2021-11-10 03:05:00,2021-11-10 03:09:00,0.0,144.0,144.0,4,WEARABLE
1636481580000,1636481760000,9,2021-11-10 03:13:00,2021-11-10 03:16:00,0.0,248.0,248.0,3,WEARABLE
1636503600000,1636504260000,9,2021-11-10 09:20:00,2021-11-10 09:31:00,0.0,1146.0,1146.0,11,WEARABLE
1636506300000,1636506420000,9,2021-11-10 10:05:00,2021-11-10 10:07:00,0.0,104.0,104.0,2,WEARABLE
1636507260000,1636507380000,9,2021-11-10 10:21:00,2021-11-10 10:23:00,0.0,97.0,97.0,2,WEARABLE
1636508220000,1636508280000,9,2021-11-10 10:37:00,2021-11-10 10:38:00,0.0,25.0,25.0,1,WEARABLE
1636513020000,1636513140000,9,2021-11-10 11:57:00,2021-11-10 11:59:00,0.0,49.0,49.0,2,WEARABLE
1636513200000,1636513320000,9,2021-11-10 12:00:00,2021-11-10 12:02:00,0.0,34.0,34.0,2,WEARABLE
1636513500000,1636513740000,9,2021-11-10 12:05:00,2021-11-10 12:09:00,0.0,56.0,56.0,4,WEARABLE
1636514400000,1636514580000,9,2021-11-10 12:20:00,2021-11-10 12:23:00,0.0,89.0,89.0,3,WEARABLE
1636514640000,1636514760000,9,2021-11-10 12:24:00,2021-11-10 12:26:00,0.0,76.0,76.0,2,WEARABLE
1636514820000,1636514880000,9,2021-11-10 12:27:00,2021-11-10 12:28:00,0.0,47.0,47.0,1,WEARABLE
1636515960000,1636516260000,9,2021-11-10 12:46:00,2021-11-10 12:51:00,0.0,224.0,224.0,5,WEARABLE
1636522320000,1636522380000,9,2021-11-10 14:32:00,2021-11-10 14:33:00,0.0,10.0,10.0,1,WEARABLE
1636522440000,1636522500000,9,2021-11-10 14:34:00,2021-11-10 14:35:00,0.0,12.0,12.0,1,WEARABLE
1636525680000,1636525800000,9,2021-11-10 15:28:00,2021-11-10 15:30:00,0.0,118.0,118.0,2,WEARABLE
1636526280000,1636526460000,9,2021-11-10 15:38:00,2021-11-10 15:41:00,0.0,98.0,98.0,3,WEARABLE
1636527240000,1636527360000,9,2021-11-10 15:54:00,2021-11-10 15:56:00,0.0,81.0,81.0,2,WEARABLE
1636531380000,1636531440000,9,2021-11-10 17:03:00,2021-11-10 17:04:00,0.0,15.0,15.0,1,WEARABLE
1636531680000,1636531740000,9,2021-11-10 17:08:00,2021-11-10 17:09:00,0.0,70.0,70.0,1,WEARABLE
1636531860000,1636531920000,9,2021-11-10 17:11:00,2021-11-10 17:12:00,0.0,35.0,35.0,1,WEARABLE
1636532160000,1636532220000,9,2021-11-10 17:16:00,2021-11-10 17:17:00,0.0,27.0,27.0,1,WEARABLE
1636532400000,1636532460000,9,2021-11-10 17:20:00,2021-11-10 17:21:00,0.0,10.0,10.0,1,WEARABLE
1636532820000,1636532880000,9,2021-11-10 17:27:00,2021-11-10 17:28:00,0.0,32.0,32.0,1,WEARABLE
1636533600000,1636533660000,9,2021-11-10 17:40:00,2021-11-10 17:41:00,0.0,14.0,14.0,1,WEARABLE
1636534260000,1636534320000,9,2021-11-10 17:51:00,2021-11-10 17:52:00,0.0,17.0,17.0,1,WEARABLE
1636534980000,1636535280000,9,2021-11-10 18:03:00,2021-11-10 18:08:00,0.0,167.0,167.0,5,WEARABLE
1636535340000,1636535400000,9,2021-11-10 18:09:00,2021-11-10 18:10:00,0.0,16.0,16.0,1,WEARABLE
1636535520000,1636535700000,9,2021-11-10 18:12:00,2021-11-10 18:15:00,0.0,221.0,221.0,3,WEARABLE
1636535820000,1636536000000,9,2021-11-10 18:17:00,2021-11-10 18:20:00,0.0,138.0,138.0,3,WEARABLE
1636537440000,1636537740000,9,2021-11-10 18:44:00,2021-11-10 18:49:00,0.0,285.0,285.0,5,WEARABLE
1636537800000,1636537860000,9,2021-11-10 18:50:00,2021-11-10 18:51:00,0.0,17.0,17.0,1,WEARABLE
1636538040000,1636538100000,9,2021-11-10 18:54:00,2021-11-10 18:55:00,0.0,10.0,10.0,1,WEARABLE
1636539420000,1636539600000,9,2021-11-10 19:17:00,2021-11-10 19:20:00,0.0,228.0,228.0,3,WEARABLE
1636539840000,1636540200000,9,2021-11-10 19:24:00,2021-11-10 19:30:00,0.0,593.0,593.0,6,WEARABLE
1636540320000,1636540380000,9,2021-11-10 19:32:00,2021-11-10 19:33:00,0.0,43.0,43.0,1,WEARABLE
1636540440000,1636540620000,9,2021-11-10 19:34:00,2021-11-10 19:37:00,0.0,101.0,101.0,3,WEARABLE
1636541040000,1636541400000,9,2021-11-10 19:44:00,2021-11-10 19:50:00,0.0,146.0,146.0,6,WEARABLE
1636542600000,1636542900000,9,2021-11-10 20:10:00,2021-11-10 20:15:00,0.0,88.0,88.0,5,WEARABLE
1636543800000,1636543980000,9,2021-11-10 20:30:00,2021-11-10 20:33:00,0.0,89.0,89.0,3,WEARABLE
1636544580000,1636544760000,9,2021-11-10 20:43:00,2021-11-10 20:46:00,0.0,93.0,93.0,3,WEARABLE
1636548420000,1636548480000,9,2021-11-10 21:47:00,2021-11-10 21:48:00,0.0,21.0,21.0,1,WEARABLE
1636548660000,1636548720000,9,2021-11-10 21:51:00,2021-11-10 21:52:00,0.0,16.0,16.0,1,WEARABLE
1636548780000,1636548840000,9,2021-11-10 21:53:00,2021-11-10 21:54:00,0.0,37.0,37.0,1,WEARABLE
1636548900000,1636549500000,9,2021-11-10 21:55:00,2021-11-10 22:05:00,0.0,310.0,310.0,10,WEARABLE
1636549980000,1636550040000,9,2021-11-10 22:13:00,2021-11-10 22:14:00,0.0,10.0,10.0,1,WEARABLE
1636550520000,1636550700000,9,2021-11-10 22:22:00,2021-11-10 22:25:00,0.0,52.0,52.0,3,WEARABLE
1636551000000,1636551180000,9,2021-11-10 22:30:00,2021-11-10 22:33:00,0.0,124.0,124.0,3,WEARABLE
1636551240000,1636551420000,9,2021-11-10 22:34:00,2021-11-10 22:37:00,0.0,92.0,92.0,3,WEARABLE
1636551720000,1636551780000,9,2021-11-10 22:42:00,2021-11-10 22:43:00,0.0,10.0,10.0,1,WEARABLE
1636552080000,1636552260000,9,2021-11-10 22:48:00,2021-11-10 22:51:00,0.0,71.0,71.0,3,WEARABLE
1636552560000,1636552620000,9,2021-11-10 22:56:00,2021-11-10 22:57:00,0.0,49.0,49.0,1,WEARABLE
1636552800000,1636552920000,9,2021-11-10 23:00:00,2021-11-10 23:02:00,0.0,40.0,40.0,2,WEARABLE
1636553400000,1636553580000,9,2021-11-10 23:10:00,2021-11-10 23:13:00,0.0,45.0,45.0,3,WEARABLE
1636553640000,1636553700000,9,2021-11-10 23:14:00,2021-11-10 23:15:00,0.0,12.0,12.0,1,WEARABLE
1636553760000,1636553880000,9,2021-11-10 23:16:00,2021-11-10 23:18:00,0.0,35.0,35.0,2,WEARABLE
1636553940000,1636554000000,9,2021-11-10 23:19:00,2021-11-10 23:20:00,0.0,24.0,24.0,1,WEARABLE
1636555260000,1636555500000,9,2021-11-10 23:41:00,2021-11-10 23:45:00,0.0,103.0,103.0,4,WEARABLE
1636555620000,1636555860000,9,2021-11-10 23:47:00,2021-11-10 23:51:00,0.0,106.0,106.0,4,WEARABLE
1636555920000,1636555980000,9,2021-11-10 23:52:00,2021-11-10 23:53:00,0.0,10.0,10.0,1,WEARABLE
1636556040000,1636556400000,9,2021-11-10 23:54:00,2021-11-11 00:00:00,0.0,129.0,129.0,6,WEARABLE
1636556760000,1636556880000,9,2021-11-11 00:06:00,2021-11-11 00:08:00,0.0,29.0,29.0,2,WEARABLE
1636558380000,1636558440000,9,2021-11-11 00:33:00,2021-11-11 00:34:00,0.0,10.0,10.0,1,WEARABLE
1636558500000,1636558680000,9,2021-11-11 00:35:00,2021-11-11 00:38:00,0.0,40.0,40.0,3,WEARABLE
1636559280000,1636559340000,9,2021-11-11 00:48:00,2021-11-11 00:49:00,0.0,54.0,54.0,1,WEARABLE
1636559460000,1636559580000,9,2021-11-11 00:51:00,2021-11-11 00:53:00,0.0,64.0,64.0,2,WEARABLE
1636560060000,1636560900000,9,2021-11-11 01:01:00,2021-11-11 01:15:00,0.0,1262.0,1262.0,14,WEARABLE
1636589940000,1636590600000,9,2021-11-11 09:19:00,2021-11-11 09:30:00,0.0,1180.0,1180.0,11,WEARABLE
1636593600000,1636593660000,9,2021-11-11 10:20:00,2021-11-11 10:21:00,0.0,70.0,70.0,1,WEARABLE
1636594140000,1636594320000,9,2021-11-11 10:29:00,2021-11-11 10:32:00,0.0,81.0,81.0,3,WEARABLE
1636594440000,1636594500000,9,2021-11-11 10:34:00,2021-11-11 10:35:00,0.0,12.0,12.0,1,WEARABLE
1636598100000,1636598400000,9,2021-11-11 11:35:00,2021-11-11 11:40:00,0.0,109.0,109.0,5,WEARABLE
1636598520000,1636598580000,9,2021-11-11 11:42:00,2021-11-11 11:43:00,0.0,10.0,10.0,1,WEARABLE
1636599120000,1636599840000,9,2021-11-11 11:52:00,2021-11-11 12:04:00,0.0,838.0,838.0,12,WEARABLE
1636601520000,1636601700000,9,2021-11-11 12:32:00,2021-11-11 12:35:00,0.0,200.0,200.0,3,WEARABLE
1636601760000,1636602660000,9,2021-11-11 12:36:00,2021-11-11 12:51:00,0.0,1077.0,1077.0,15,WEARABLE
1636602840000,1636602960000,9,2021-11-11 12:54:00,2021-11-11 12:56:00,0.0,37.0,37.0,2,WEARABLE
1636603620000,1636603680000,9,2021-11-11 13:07:00,2021-11-11 13:08:00,0.0,73.0,73.0,1,WEARABLE
1636603740000,1636603800000,9,2021-11-11 13:09:00,2021-11-11 13:10:00,0.0,26.0,26.0,1,WEARABLE
1636604340000,1636604460000,9,2021-11-11 13:19:00,2021-11-11 13:21:00,0.0,48.0,48.0,2,WEARABLE
1636604520000,1636604700000,9,2021-11-11 13:22:00,2021-11-11 13:25:00,0.0,109.0,109.0,3,WEARABLE
1636606080000,1636606200000,9,2021-11-11 13:48:00,2021-11-11 13:50:00,0.0,28.0,28.0,2,WEARABLE
1636607340000,1636607580000,9,2021-11-11 14:09:00,2021-11-11 14:13:00,0.0,139.0,139.0,4,WEARABLE
1636607760000,1636607880000,9,2021-11-11 14:16:00,2021-11-11 14:18:00,0.0,80.0,80.0,2,WEARABLE
1636608600000,1636608660000,9,2021-11-11 14:30:00,2021-11-11 14:31:00,0.0,23.0,23.0,1,WEARABLE
1636614360000,1636614540000,9,2021-11-11 16:06:00,2021-11-11 16:09:00,0.0,80.0,80.0,3,WEARABLE
1636614600000,1636614840000,9,2021-11-11 16:10:00,2021-11-11 16:14:00,0.0,81.0,81.0,4,WEARABLE
1636614960000,1636615140000,9,2021-11-11 16:16:00,2021-11-11 16:19:00,0.0,127.0,127.0,3,WEARABLE
1636615440000,1636615500000,9,2021-11-11 16:24:00,2021-11-11 16:25:00,0.0,12.0,12.0,1,WEARABLE
1636615740000,1636615920000,9,2021-11-11 16:29:00,2021-11-11 16:32:00,0.0,169.0,169.0,3,WEARABLE
1636616160000,1636616340000,9,2021-11-11 16:36:00,2021-11-11 16:39:00,0.0,100.0,100.0,3,WEARABLE
1636616400000,1636616580000,9,2021-11-11 16:40:00,2021-11-11 16:43:00,0.0,144.0,144.0,3,WEARABLE
1636617120000,1636617300000,9,2021-11-11 16:52:00,2021-11-11 16:55:00,0.0,57.0,57.0,3,WEARABLE
1636618380000,1636618440000,9,2021-11-11 17:13:00,2021-11-11 17:14:00,0.0,12.0,12.0,1,WEARABLE
1636618620000,1636618680000,9,2021-11-11 17:17:00,2021-11-11 17:18:00,0.0,11.0,11.0,1,WEARABLE
1636618740000,1636618800000,9,2021-11-11 17:19:00,2021-11-11 17:20:00,0.0,31.0,31.0,1,WEARABLE
1636618920000,1636619040000,9,2021-11-11 17:22:00,2021-11-11 17:24:00,0.0,17.0,17.0,2,WEARABLE
1636619400000,1636619460000,9,2021-11-11 17:30:00,2021-11-11 17:31:00,0.0,20.0,20.0,1,WEARABLE
1636619760000,1636619940000,9,2021-11-11 17:36:00,2021-11-11 17:39:00,0.0,47.0,47.0,3,WEARABLE
1636620240000,1636620420000,9,2021-11-11 17:44:00,2021-11-11 17:47:00,0.0,104.0,104.0,3,WEARABLE
1636620480000,1636620600000,9,2021-11-11 17:48:00,2021-11-11 17:50:00,0.0,33.0,33.0,2,WEARABLE
1636621320000,1636621860000,9,2021-11-11 18:02:00,2021-11-11 18:11:00,0.0,798.0,798.0,9,WEARABLE
1636623840000,1636624620000,9,2021-11-11 18:44:00,2021-11-11 18:57:00,0.0,957.0,957.0,13,WEARABLE
1636624860000,1636624980000,9,2021-11-11 19:01:00,2021-11-11 19:03:00,0.0,18.0,18.0,2,WEARABLE
1636625340000,1636625520000,9,2021-11-11 19:09:00,2021-11-11 19:12:00,0.0,112.0,112.0,3,WEARABLE
1636626180000,1636626240000,9,2021-11-11 19:23:00,2021-11-11 19:24:00,0.0,15.0,15.0,1,WEARABLE
1636626300000,1636626480000,9,2021-11-11 19:25:00,2021-11-11 19:28:00,0.0,90.0,90.0,3,WEARABLE
1636626720000,1636626840000,9,2021-11-11 19:32:00,2021-11-11 19:34:00,0.0,54.0,54.0,2,WEARABLE
1636626900000,1636626960000,9,2021-11-11 19:35:00,2021-11-11 19:36:00,0.0,12.0,12.0,1,WEARABLE
1636627680000,1636627740000,9,2021-11-11 19:48:00,2021-11-11 19:49:00,0.0,49.0,49.0,1,WEARABLE
1636628340000,1636628400000,9,2021-11-11 19:59:00,2021-11-11 20:00:00,0.0,21.0,21.0,1,WEARABLE
1636628460000,1636628640000,9,2021-11-11 20:01:00,2021-11-11 20:04:00,0.0,54.0,54.0,3,WEARABLE
1636628760000,1636628820000,9,2021-11-11 20:06:00,2021-11-11 20:07:00,0.0,7.0,7.0,1,WEARABLE
1636628940000,1636629060000,9,2021-11-11 20:09:00,2021-11-11 20:11:00,0.0,19.0,19.0,2,WEARABLE
1636629300000,1636629360000,9,2021-11-11 20:15:00,2021-11-11 20:16:00,0.0,10.0,10.0,1,WEARABLE
1636632000000,1636632300000,9,2021-11-11 21:00:00,2021-11-11 21:05:00,0.0,159.0,159.0,5,WEARABLE
1636632360000,1636632480000,9,2021-11-11 21:06:00,2021-11-11 21:08:00,0.0,42.0,42.0,2,WEARABLE
1636634220000,1636634280000,9,2021-11-11 21:37:00,2021-11-11 21:38:00,0.0,12.0,12.0,1,WEARABLE
1636635420000,1636635600000,9,2021-11-11 21:57:00,2021-11-11 22:00:00,0.0,38.0,38.0,3,WEARABLE
1636635720000,1636635840000,9,2021-11-11 22:02:00,2021-11-11 22:04:00,0.0,26.0,26.0,2,WEARABLE
1636639560000,1636639620000,9,2021-11-11 23:06:00,2021-11-11 23:07:00,0.0,31.0,31.0,1,WEARABLE
1636639680000,1636639740000,9,2021-11-11 23:08:00,2021-11-11 23:09:00,0.0,69.0,69.0,1,WEARABLE
1636639800000,1636639860000,9,2021-11-11 23:10:00,2021-11-11 23:11:00,0.0,10.0,10.0,1,WEARABLE
1636640040000,1636640100000,9,2021-11-11 23:14:00,2021-11-11 23:15:00,0.0,36.0,36.0,1,WEARABLE
1636640580000,1636640640000,9,2021-11-11 23:23:00,2021-11-11 23:24:00,0.0,10.0,10.0,1,WEARABLE
1636641660000,1636642020000,9,2021-11-11 23:41:00,2021-11-11 23:47:00,0.0,121.0,121.0,6,WEARABLE
1636642080000,1636642440000,9,2021-11-11 23:48:00,2021-11-11 23:54:00,0.0,104.0,104.0,6,WEARABLE
1636642500000,1636642560000,9,2021-11-11 23:55:00,2021-11-11 23:56:00,0.0,48.0,48.0,1,WEARABLE
1636642620000,1636642740000,9,2021-11-11 23:57:00,2021-11-11 23:59:00,0.0,61.0,61.0,2,WEARABLE
1636644780000,1636644840000,9,2021-11-12 00:33:00,2021-11-12 00:34:00,0.0,13.0,13.0,1,WEARABLE
1636644900000,1636644960000,9,2021-11-12 00:35:00,2021-11-12 00:36:00,0.0,11.0,11.0,1,WEARABLE
1636645020000,1636645140000,9,2021-11-12 00:37:00,2021-11-12 00:39:00,0.0,26.0,26.0,2,WEARABLE
1636645200000,1636645440000,9,2021-11-12 00:40:00,2021-11-12 00:44:00,0.0,72.0,72.0,4,WEARABLE
1636645680000,1636645920000,9,2021-11-12 00:48:00,2021-11-12 00:52:00,0.0,254.0,254.0,4,WEARABLE
1636645980000,1636646040000,9,2021-11-12 00:53:00,2021-11-12 00:54:00,0.0,11.0,11.0,1,WEARABLE
1636676160000,1636676880000,9,2021-11-12 09:16:00,2021-11-12 09:28:00,0.0,1245.0,1245.0,12,WEARABLE
1636676940000,1636677060000,9,2021-11-12 09:29:00,2021-11-12 09:31:00,0.0,112.0,112.0,2,WEARABLE
1636679640000,1636679700000,9,2021-11-12 10:14:00,2021-11-12 10:15:00,0.0,74.0,74.0,1,WEARABLE
1636680300000,1636680360000,9,2021-11-12 10:25:00,2021-11-12 10:26:00,0.0,68.0,68.0,1,WEARABLE
1636681980000,1636682100000,9,2021-11-12 10:53:00,2021-11-12 10:55:00,0.0,57.0,57.0,2,WEARABLE
1636682220000,1636682460000,9,2021-11-12 10:57:00,2021-11-12 11:01:00,0.0,304.0,304.0,4,WEARABLE
1636687200000,1636687380000,9,2021-11-12 12:20:00,2021-11-12 12:23:00,0.0,139.0,139.0,3,WEARABLE
1636687440000,1636687800000,9,2021-11-12 12:24:00,2021-11-12 12:30:00,0.0,123.0,123.0,6,WEARABLE
1636687860000,1636687980000,9,2021-11-12 12:31:00,2021-11-12 12:33:00,0.0,71.0,71.0,2,WEARABLE
1636688100000,1636688160000,9,2021-11-12 12:35:00,2021-11-12 12:36:00,0.0,17.0,17.0,1,WEARABLE
1636688220000,1636688340000,9,2021-11-12 12:37:00,2021-11-12 12:39:00,0.0,37.0,37.0,2,WEARABLE
1636688520000,1636688640000,9,2021-11-12 12:42:00,2021-11-12 12:44:00,0.0,64.0,64.0,2,WEARABLE
1636688700000,1636688820000,9,2021-11-12 12:45:00,2021-11-12 12:47:00,0.0,24.0,24.0,2,WEARABLE
1636688880000,1636689000000,9,2021-11-12 12:48:00,2021-11-12 12:50:00,0.0,48.0,48.0,2,WEARABLE
1636689060000,1636689120000,9,2021-11-12 12:51:00,2021-11-12 12:52:00,0.0,11.0,11.0,1,WEARABLE
1636689240000,1636689300000,9,2021-11-12 12:54:00,2021-11-12 12:55:00,0.0,12.0,12.0,1,WEARABLE
1636689420000,1636689540000,9,2021-11-12 12:57:00,2021-11-12 12:59:00,0.0,39.0,39.0,2,WEARABLE
1636689600000,1636689660000,9,2021-11-12 13:00:00,2021-11-12 13:01:00,0.0,15.0,15.0,1,WEARABLE
1636689720000,1636689780000,9,2021-11-12 13:02:00,2021-11-12 13:03:00,0.0,15.0,15.0,1,WEARABLE
1636689840000,1636690080000,9,2021-11-12 13:04:00,2021-11-12 13:08:00,0.0,52.0,52.0,4,WEARABLE
1636690800000,1636690920000,9,2021-11-12 13:20:00,2021-11-12 13:22:00,0.0,22.0,22.0,2,WEARABLE
1636691580000,1636691640000,9,2021-11-12 13:33:00,2021-11-12 13:34:00,0.0,10.0,10.0,1,WEARABLE
1636691760000,1636691880000,9,2021-11-12 13:36:00,2021-11-12 13:38:00,0.0,44.0,44.0,2,WEARABLE
1636692000000,1636692240000,9,2021-11-12 13:40:00,2021-11-12 13:44:00,0.0,112.0,112.0,4,WEARABLE
1636692300000,1636692480000,9,2021-11-12 13:45:00,2021-11-12 13:48:00,0.0,82.0,82.0,3,WEARABLE
1636692600000,1636692660000,9,2021-11-12 13:50:00,2021-11-12 13:51:00,0.0,43.0,43.0,1,WEARABLE
1636694700000,1636695060000,9,2021-11-12 14:25:00,2021-11-12 14:31:00,0.0,314.0,314.0,6,WEARABLE
1636695660000,1636695720000,9,2021-11-12 14:41:00,2021-11-12 14:42:00,0.0,14.0,14.0,1,WEARABLE
1636695780000,1636695840000,9,2021-11-12 14:43:00,2021-11-12 14:44:00,0.0,13.0,13.0,1,WEARABLE
1636695960000,1636696080000,9,2021-11-12 14:46:00,2021-11-12 14:48:00,0.0,53.0,53.0,2,WEARABLE
1636697220000,1636697340000,9,2021-11-12 15:07:00,2021-11-12 15:09:00,0.0,36.0,36.0,2,WEARABLE
1636702740000,1636702920000,9,2021-11-12 16:39:00,2021-11-12 16:42:00,0.0,147.0,147.0,3,WEARABLE
1636703640000,1636704000000,9,2021-11-12 16:54:00,2021-11-12 17:00:00,0.0,150.0,150.0,6,WEARABLE
1636705680000,1636705740000,9,2021-11-12 17:28:00,2021-11-12 17:29:00,0.0,10.0,10.0,1,WEARABLE
1636705860000,1636706100000,9,2021-11-12 17:31:00,2021-11-12 17:35:00,0.0,125.0,125.0,4,WEARABLE
1636706220000,1636706280000,9,2021-11-12 17:37:00,2021-11-12 17:38:00,0.0,13.0,13.0,1,WEARABLE
1636706340000,1636706400000,9,2021-11-12 17:39:00,2021-11-12 17:40:00,0.0,13.0,13.0,1,WEARABLE
1636707180000,1636707240000,9,2021-11-12 17:53:00,2021-11-12 17:54:00,0.0,40.0,40.0,1,WEARABLE
1636708080000,1636708140000,9,2021-11-12 18:08:00,2021-11-12 18:09:00,0.0,14.0,14.0,1,WEARABLE
1636710120000,1636710240000,9,2021-11-12 18:42:00,2021-11-12 18:44:00,0.0,70.0,70.0,2,WEARABLE
1636710300000,1636710360000,9,2021-11-12 18:45:00,2021-11-12 18:46:00,0.0,46.0,46.0,1,WEARABLE
1636710420000,1636710480000,9,2021-11-12 18:47:00,2021-11-12 18:48:00,0.0,23.0,23.0,1,WEARABLE
1636712280000,1636712340000,9,2021-11-12 19:18:00,2021-11-12 19:19:00,0.0,11.0,11.0,1,WEARABLE
1636713060000,1636713120000,9,2021-11-12 19:31:00,2021-11-12 19:32:00,0.0,11.0,11.0,1,WEARABLE
1636713900000,1636714200000,9,2021-11-12 19:45:00,2021-11-12 19:50:00,0.0,172.0,172.0,5,WEARABLE
1636716240000,1636716420000,9,2021-11-12 20:24:00,2021-11-12 20:27:00,0.0,75.0,75.0,3,WEARABLE
